stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
Route58-5803_Stone Rd. W. at Zellers,5803,Stone Rd. W. at Zellers,,43.522019,-80.231231,,,,
Route58-5804_583 Edinburgh Rd. S.,5804,583 Edinburgh Rd. S.,,43.516543,-80.229338,,,,
Route58-5805_685 Edinburgh Rd. S.,5805,685 Edinburgh Rd. S.,,43.515674,-80.223705,,,,
Route58-5806_Kortright Rd. at Edinburgh Rd. S.,5806,Kortright Rd. at Edinburgh Rd. S.,,43.514312,-80.219867,,,,
Route58-5807_Kortright Rd. at Rickson Ave.,5807,Kortright Rd. at Rickson Ave.,,43.516883,-80.216423,,,,
Route58-5808_Kortright Rd. opposite Yewholme Dr.,5808,Kortright Rd. opposite Yewholme Dr.,,43.521627,-80.212938,,,,
Route58-5809_Gordon St. at Kortright Rd.,5809,Gordon St. at Kortright Rd.,,43.522721,-80.213719,,,,
Route58-5810_Gordon St. at Hands Dr.,5810,Gordon St. at Hands Dr.,,43.524266,-80.216865,,,,
Route58-5811_Gordon St. at Monticello Cres.,5811,Gordon St. at Monticello Cres.,,43.525832,-80.221814,,,,
Route58-5812_University Centre,5812,University Centre,,43.529524,-80.224506,,,,
Route50-5000_University Dep,5000,University Dep,,43.529524,-80.224506,,,,
Route50-5001_Stone Rd. W. at Gordon St.,5001,Stone Rd. W. at Gordon St.,,43.526145,-80.225538,,,,
Route50-5002_Stone Rd. W. at Fire Hall,5002,Stone Rd. W. at Fire Hall,,43.524050,-80.228457,,,,
Route50-5003_Stone Rd. W. at Zellers,5003,Stone Rd. W. at Zellers,,43.522019,-80.231231,,,,
Route50-5004_Stone Rd. W. Edinburgh Rd. S.,5004,Stone Rd. W. Edinburgh Rd. S.,,43.520363,-80.233352,,,,
Route50-5005_Stone Rd. W. at Stone Rd Mall,5005,Stone Rd. W. at Stone Rd Mall,,43.517856,-80.236974,,,,
Route50-5006_Stone Rd. W. at Scottsdale Dr.,5006,Stone Rd. W. at Scottsdale Dr.,,43.516019,-80.239549,,,,
Route50-5007_Stone Rd Mall,5007,Stone Rd Mall,,43.518846,-80.239222,,,,
Route50-5008_Scottsdale Dr. at Wilsonview Ave.,5008,Scottsdale Dr. at Wilsonview Ave.,,43.52097726,-80.23997,,,,
Route50-5009_Wilsonview Ave.,5009,Wilsonview Ave.,,43.52215587,-80.23865,,,,
Route50-5010_Edinburgh Rd at Chancellors Way,5010,Edinburgh Rd at Chancellors Way,,43.52144404,-80.2361,,,,
Route50-5011_Stone Rd. opposite Zellers,5011,Stone Rd. opposite Zellers,,43.52165603,-80.23126,,,,
Route50-5012_95 Stone Rd. W.,5012,95 Stone Rd. W.,,43.52466862,-80.22719,,,,
Route50-5013_University Centre,5013,University Centre,,43.53013912,-80.22567,,,,
Route16-1600_Guelph Central Station,1600,Guelph Central Station,,43.545180,-80.246050,,,,
Route16-1601_Wellington St. at KFC,1601,Wellington St. at KFC,,43.542276,-80.243974,,,,
Route16-1602_Gordon St. at Water St.,1602,Gordon St. at Water St.,,43.538302,-80.241373,,,,
Route16-1603_Gordon St. at Forbes Ave.,1603,Gordon St. at Forbes Ave.,,43.537154,-80.239813,,,,
Route16-1604_Gordon St. at Dean Ave.,1604,Gordon St. at Dean Ave.,,43.534009,-80.235469,,,,
Route16-1605_Gordon St. at College Ave.,1605,Gordon St. at College Ave.,,43.531512,-80.231928,,,,
Route16-1606_Gordon St. at Stone Rd. W.,1606,Gordon St. at Stone Rd. W.,,43.527351,-80.226173,,,,
Route16-1607_Gordon St. at Harvard Rd.,1607,Gordon St. at Harvard Rd.,,43.525457,-80.221185,,,,
Route16-1608_Gordon St. at Kortright Rd.,1608,Gordon St. at Kortright Rd.,,43.522309,-80.213484,,,,
Route16-1609_Gordon St. at Harts Lane,1609,Gordon St. at Harts Lane,,43.519571,-80.207956,,,,
Route16-1610_1155 Gordon St.,1610,1155 Gordon St.,,43.518045,-80.205824,,,,
Route16-1611_Gordon St. at Edinburgh Rd. S.,1611,Gordon St. at Edinburgh Rd. S.,,43.516595,-80.203694,,,,
Route16-1612_Gordon @ Arkell,1612,Gordon @ Arkell,,43.513888,-80.19989,,,,
Route16-1613_1417Gordon,1613,1417Gordon,,43.511734,-80.197178,,,,
Route16-1614_Gordon @Lowes,1614,Gordon @Lowes,,43.508884,-80.19581,,,,
Route16-1615_Gordon @ Clairfields,1615,Gordon @ Clairfields,,43.505161,-80.194351,,,,
Route16-1616_25 Clairfields,1616,25 Clairfields,,43.503778,-80.195952,,,,
Route16-1617_Opposite 116 Clairfields,1617,Opposite 116 Clairfields,,43.498568,-80.199409,,,,
Route16-1618_Clairfields @ Boulder CR.,1618,Clairfields @ Boulder CR.,,43.495645,-80.196711,,,,
Route16-1619_Laird Rd. at Clair Rd. W.,1619,Laird Rd. at Clair Rd. W.,,43.492751,-80.200238,,,,
Route16-1620_Southgate Dr. at Laird Rd.,1620,Southgate Dr. at Laird Rd.,,43.49437,-80.207405,,,,
Route16-1621_125 Southgate Dr.,1621,125 Southgate Dr.,,43.497763,-80.211439,,,,
Route16-1622_180 Southgate Dr.,1622,180 Southgate Dr.,,43.500192,-80.213584,,,,
Route16-1623_310 Southgate Dr.,1623,310 Southgate Dr.,,43.502246,-80.217576,,,,
Route16-1624_450 Southgate Dr.,1624,450 Southgate Dr.,,43.500098,-80.219979,,,,
Route16-1625_525 Southgate Dr.,1625,525 Southgate Dr.,,43.497763,-80.21749,,,,
Route16-1626_595 Southgate Dr.,1626,595 Southgate Dr.,,43.494526,-80.213713,,,,
Route16-1627_679 Southgate Dr.,1627,679 Southgate Dr.,,43.49297,-80.209943,,,,
Route16-1628_Southgate Dr. at Corporate Rd.,1628,Southgate Dr. at Corporate Rd.,,43.492192,-80.208765,,,,
Route16-1629_Southgate Dr. at Admiral Pl.,1629,Southgate Dr. at Admiral Pl.,,43.491034,-80.207102,,,,
Route16-1630_829 Southgate Dr.,1630,829 Southgate Dr.,,43.489566,-80.203991,,,,
Route16-1631_300 Clair (Water Tower),1631,300 Clair (Water Tower),,43.492158,-80.200168,,,,
Route16-1632_Bishop Macdonell High School,1632,Bishop Macdonell High School,,43.495285,-80.195641,,,,
Route16-1633_Gosling Gardens at Clair Rd. W.,1633,Gosling Gardens at Clair Rd. W.,,43.499106,-80.191290,,,,
Route16-1634_Gosling Garden Park,1634,Gosling Garden Park,,43.501367,-80.192958,,,,
Route16-1635_Gosling Garden at Clairfields Dr. W.,1635,Gosling Garden at Clairfields Dr. W.,,43.502542,-80.194578,,,,
Route16-1636_Gordon St. at Westminster Woods,1636,Gordon St. at Westminster Woods,,43.506090,-80.194374,,,,
Route16-1637_Gordon @ Lowes,1637,Gordon @ Lowes,,43.508962,-80.19556,,,,
Route16-1638_Gordon St. at Continuing Education,1638,Gordon St. at Continuing Education,,43.511767,-80.196885,,,,
Route16-1639_Gordon St. at Arkell Rd.,1639,Gordon St. at Arkell Rd.,,43.514027,-80.199648,,,,
Route16-1640_Gordon St. at Valley Rd.,1640,Gordon St. at Valley Rd.,,43.516653,-80.203242,,,,
Route16-1641_Gordon St. at Landsdown Dr.,1641,Gordon St. at Landsdown Dr.,,43.518854,-80.205813,,,,
Route16-1642_Gordon St. at Harts Lane,1642,Gordon St. at Harts Lane,,43.519609,-80.207455,,,,
Route16-1643_1030 Gordon St.,1643,1030 Gordon St.,,43.520895,-80.210036,,,,
Route16-1644_Gordon St. at Kortright Rd.,1644,Gordon St. at Kortright Rd.,,43.522721,-80.213719,,,,
Route16-1645_Gordon St. at Hands Dr.,1645,Gordon St. at Hands Dr.,,43.524266,-80.216865,,,,
Route16-1646_Gordon St. at Monticello Cres.,1646,Gordon St. at Monticello Cres.,,43.525832,-80.221814,,,,
Route16-1647_Gordon St. at South Ring Rd.,1647,Gordon St. at South Ring Rd.,,43.527335,-80.225692,,,,
Route16-1648_Gordon St. at Vet College,1648,Gordon St. at Vet College,,43.531442,-80.231459,,,,
Route16-1649_Gordon St. at Macdonald Stewart Art Centre,1649,Gordon St. at Macdonald Stewart Art Centre,,43.532842,-80.233321,,,,
Route16-1650_Gordon St. at Dormie Lane,1650,Gordon St. at Dormie Lane,,43.536904,-80.239148,,,,
Route16-1651_Gordon St. at Water St.,1651,Gordon St. at Water St.,,43.538124,-80.240880,,,,
Route16-1652_Wellington St. at Wellington Plaza,1652,Wellington St. at Wellington Plaza,,43.541440,-80.244076,,,,
Route16-1653_Wyndham St. at Fountain St.,1653,Wyndham St. at Fountain St.,,43.543369,-80.245192,,,,
Route16-1654_Guelph Central Station,1654,Guelph Central Station,,43.545180,-80.246050,,,,
Route Gordon Corridor-0_University Dep,0,University Dep.,,43.529922,-80.225029,,,,
Route Gordon Corridor-1_Gordon St. at Stone Rd. W.,1,Gordon St. at Stone Rd. W.,,43.527351,-80.226173,,,,
Route Gordon Corridor-2_Gordon St. at Harvard Rd.,2,Gordon St. at Harvard Rd.,,43.525457,-80.221185,,,,
Route Gordon Corridor-3_Gordon St. at Kortright Rd.,3,Gordon St. at Kortright Rd.,,43.522309,-80.213484,,,,
Route Gordon Corridor-4_Gordon St. at Harts Lane,4,Gordon St. at Harts Lane,,43.519571,-80.207956,,,,
Route Gordon Corridor-5_1155 Gordon St.,5,1155 Gordon St.,,43.518045,-80.205824,,,,
Route Gordon Corridor-6_Gordon St. at Edinburgh Rd. S.,6,Gordon St. at Edinburgh Rd. S.,,43.516595,-80.203694,,,,
Route Gordon Corridor-7_Gordon @ Arkell,7,Gordon @ Arkell,,43.513888,-80.19989,,,,
Route Gordon Corridor-8_1417Gordon,8,1417Gordon,,43.511734,-80.197178,,,,
Route Gordon Corridor-9_Gordon @Lowes,9,Gordon @Lowes,,43.508884,-80.19581,,,,
Route Gordon Corridor-10_Gordon @ Clairfields,10,Gordon @ Clairfields,,43.505161,-80.194351,,,,
Route Gordon Corridor-11_Gosling Gardens at Clair Rd. W.,11,Gosling Gardens at Clair Rd. W.,,43.499106,-80.191290,,,,
Route Gordon Corridor-12_Gosling Garden Park,12,Gosling Garden Park,,43.501367,-80.192958,,,,
Route Gordon Corridor-13_Gosling Garden at Clairfields Dr. W.,13,Gosling Garden at Clairfields Dr. W.,,43.502542,-80.194578,,,,
Route Gordon Corridor-14_Gordon St. at Westminster Woods,14,Gordon St. at Westminster Woods,,43.506090,-80.194374,,,,
Route Gordon Corridor-15_Gordon St. at Lowes Rd.,15,Gordon St. at Lowes Rd.,,43.509005,-80.195565,,,,
Route Gordon Corridor-16_Gordon St. at Continuing Education,16,Gordon St. at Continuing Education,,43.511767,-80.196885,,,,
Route Gordon Corridor-17_Gordon St. at Arkell Rd.,17,Gordon St. at Arkell Rd.,,43.514027,-80.199648,,,,
Route Gordon Corridor-18_Gordon St. at Valley Rd.,18,Gordon St. at Valley Rd.,,43.516653,-80.203242,,,,
Route Gordon Corridor-19_Gordon St. at Landsdown Dr.,19,Gordon St. at Landsdown Dr.,,43.518854,-80.205813,,,,
Route Gordon Corridor-20_Gordon St. at Harts Lane,20,Gordon St. at Harts Lane,,43.519609,-80.207455,,,,
Route Gordon Corridor-21_1030 Gordon St.,21,1030 Gordon St.,,43.520895,-80.210036,,,,
Route Gordon Corridor-22_Gordon St. at Kortright Rd.,22,Gordon St. at Kortright Rd.,,43.522721,-80.213719,,,,
Route Gordon Corridor-23_Gordon St. at Hands Dr.,23,Gordon St. at Hands Dr.,,43.524266,-80.216865,,,,
Route Gordon Corridor-24_Gordon St. at Monticello Cres.,24,Gordon St. at Monticello Cres.,,43.525832,-80.221814,,,,
Route Gordon Corridor-25_Gordon St. at South Ring Rd. E.,25,Gordon St. at South Ring Rd. E.,,43.527055,-80.225258,,,,
Route Gordon Corridor-25_University Centre,26,University Centre,,43.529524,-80.224506,,,,
Route Gordon Corridor-26_University Centre,27,University Centre,,43.529524,-80.224506,,,,
